t,o,h,l,c,v
2022-09-03,1883.0,1934.7,1875.0,1924.0,19100912.813391168
2022-09-04,1923.0,1925.0,1861.1,1880.2,13852509.780377511
2022-09-05,1881.0,1949.0,1816.0,1818.8,25437872.9923136
2022-09-06,1818.8,1868.4,1781.0,1857.3,16564241.904033607
2022-09-07,1857.3,1879.7,1832.1,1849.4,11131331.159215868
2022-09-08,1848.9,1948.0,1845.1,1905.0,33214884.01676715
2022-09-09,1905.0,1960.0,1902.2,1944.0,22380407.621554032
2022-09-10,1943.0,1979.0,1925.3,1958.0,16994677.608396646
2022-09-11,1955.0,2045.0,1940.0,2008.0,28135523.77013149
2022-09-12,2007.0,2025.2,1915.5,1933.2,27374961.769949917
2022-09-13,1930.0,1968.0,1919.0,1942.7,12682395.403836152
2022-09-14,1945.0,1970.0,1920.0,1932.4,12855789.729748648
2022-09-15,1931.6,1967.0,1917.0,1950.0,10705712.468516676
2022-09-16,1946.0,2026.0,1946.0,1997.0,16601437.35540319
2022-09-17,1997.0,2019.0,1940.0,1953.4,10716575.057376467
2022-09-18,1950.0,1955.8,1825.2,1887.7,16944952.377153937
2022-09-19,1888.7,1955.0,1862.0,1906.9,9909483.14704053
2022-09-20,1906.9,1940.0,1865.0,1884.0,10339104.995882554
2022-09-21,1903.0,1911.9,1830.0,1897.0,9050369.681370592
2022-09-22,1897.0,2070.0,1897.0,2039.7,24399310.206030495
2022-09-23,2039.7,2170.0,2000.0,2052.0,26079305.765658014
2022-09-24,2049.9,2073.9,1981.0,1986.0,8005771.422213692
2022-09-25,1986.0,2006.7,1940.0,1977.8,6600689.707894546
2022-09-26,1973.0,2019.8,1935.0,1950.0,9190781.765819915
2022-09-27,1950.8,1964.9,1903.0,1962.3,5676310.609249542
2022-09-28,1962.3,1978.9,1933.0,1959.8,4323802.564266331
2022-09-29,1956.0,1990.0,1950.0,1965.4,6434491.809843869
2022-09-30,1960.0,2038.0,1956.9,2010.0,14531682.201253701
2022-10-01,2011.0,2021.4,1980.0,1996.0,6037454.352941667
2022-10-02,2000.0,2020.0,1972.0,2004.0,7277852.062554612
2022-10-03,2004.0,2170.0,2002.6,2148.9,26379778.355453875
2022-10-04,2148.9,2196.9,2076.9,2135.0,24494038.297750495
2022-10-05,2135.0,2182.0,2110.0,2115.9,9648402.522166988
2022-10-06,2115.9,2129.0,2050.0,2069.0,12209921.939428303
2022-10-07,2069.0,2078.8,2050.0,2051.0,4255161.323567496
2022-10-08,2051.0,2059.9,2030.0,2042.2,4785560.516392583
2022-10-09,2046.0,2055.0,1990.0,2000.0,9314377.747458827
2022-10-10,2001.0,2024.0,1935.0,1999.0,8844354.208435452
2022-10-11,2000.0,2020.0,1970.0,1988.0,4678095.126780821
2022-10-12,1988.0,2000.0,1870.1,1986.5,13103407.15082142
2022-10-13,1988.8,2028.0,1945.0,1950.0,8245093.168550692
2022-10-14,1950.0,1986.0,1935.0,1966.0,4833582.171749025
2022-10-15,1966.7,1980.0,1950.0,1971.0,4227215.113233988
2022-10-16,1971.0,1998.0,1955.0,1977.0,6154345.122280063
2022-10-17,1976.2,2020.0,1951.3,1970.0,8070390.655166098
2022-10-18,1963.0,2014.0,1958.5,1985.3,8823765.304010013
2022-10-19,1985.6,2010.0,1952.0,1989.0,10272258.075857725
2022-10-20,1988.0,2000.0,1923.6,1974.9,9605682.81864658
2022-10-21,1966.0,1986.0,1959.1,1966.0,3518129.789318823
2022-10-22,1970.0,1985.0,1956.1,1978.9,3908576.799533044
2022-10-23,1978.9,1999.5,1954.2,1966.0,6337202.2543435255
2022-10-24,1969.8,2096.0,1964.0,2040.3,22400701.43845057
2022-10-25,2041.0,2420.0,2039.1,2364.0,60629767.316871665
2022-10-26,2364.0,2840.0,2349.8,2615.0,124040841.78102958
2022-10-27,2610.0,2894.0,2390.1,2808.9,136713320.77117458
2022-10-28,2807.9,4974.9,2717.8,4138.3,329562128.2009124
2022-10-29,4138.3,4839.9,3601.0,3850.0,235453790.71848065
2022-10-30,3840.0,4380.0,3770.0,4113.0,150395525.72658238
2022-10-31,4110.0,5291.0,4105.0,4730.0,227078032.19865298
2022-11-01,4726.0,4999.0,4403.0,4414.8,118782539.7755631
2022-11-02,4412.0,4795.0,4370.1,4579.9,65023937.02466366
2022-11-03,4577.9,4600.0,4150.0,4400.0,112303321.1228876
2022-11-04,4400.0,4720.0,4365.4,4567.0,72408718.57400745
2022-11-05,4563.1,4588.0,4308.0,4316.0,44786182.175058015
2022-11-06,4328.0,4351.0,4098.9,4275.2,42166094.305591375
2022-11-07,4275.2,4283.0,2951.1,3261.9,130669516.17433499
2022-11-08,3254.0,3372.0,2901.0,3069.0,108665651.35943171
2022-11-09,3069.0,3360.0,2700.0,3250.0,105727826.3939201
2022-11-10,3250.0,3352.0,2975.0,2990.0,55465169.273945786
2022-11-11,2990.0,3375.0,2903.0,3254.2,89680204.09052801
2022-11-12,3257.0,3300.0,3060.0,3119.0,31064588.303518467
2022-11-13,3120.9,3276.0,2927.0,3089.0,47986653.07886068
2022-11-14,3090.0,3202.0,3072.5,3117.0,23606014.857192423
2022-11-15,3121.0,3278.4,3050.0,3072.0,34227203.369866714
2022-11-16,3072.0,3148.0,2990.0,3033.0,12310334.887821684
2022-11-17,3028.0,3099.0,3000.0,3001.3,10761760.5471893
2022-11-18,3002.0,3034.0,2980.0,3003.2,9120741.52324056
2022-11-19,3003.1,3057.0,2841.0,2841.0,18748252.934189714
2022-11-20,2849.0,2860.0,2563.0,2648.7,26390780.035656877
2022-11-21,2649.9,2849.0,2624.6,2816.9,26708560.346746854
2022-11-22,2816.6,2980.0,2785.0,2890.0,28300134.04799223
2022-11-23,2892.0,2966.3,2881.2,2910.0,15294933.635477189
2022-11-24,2910.0,3250.0,2894.0,3190.0,58574821.93464161
2022-11-25,3190.0,3375.0,3141.1,3232.1,46574670.163154796
2022-11-26,3233.0,3860.0,3165.0,3763.0,109012961.97076397
2022-11-27,3762.3,3800.0,3305.0,3488.0,71472330.86598606
2022-11-28,3485.0,3820.0,3426.0,3720.0,57111696.451671176
2022-11-29,3720.0,3889.9,3660.0,3802.1,51841053.13567139
2022-11-30,3800.2,3950.0,3688.2,3744.6,42598117.28548076
2022-12-01,3747.6,3780.0,3560.1,3625.0,31226931.655912023
2022-12-02,3625.0,3745.0,3605.0,3675.6,27330334.384039678
2022-12-03,3680.0,3833.0,3620.0,3800.0,35076956.26762603
2022-12-04,3793.5,3995.9,3675.2,3730.0,54682834.5551693
2022-12-05,3729.8,3774.8,3611.0,3645.0,23445915.019415103
2022-12-06,3638.0,3748.0,3466.0,3507.0,27825442.173708946
2022-12-07,3505.0,3640.0,3500.0,3605.2,18786176.001886312
2022-12-08,3605.1,3638.0,3531.8,3556.0,16055074.886390105
2022-12-09,3557.0,3614.0,3530.0,3580.2,10786912.206279624
2022-12-10,3580.2,3615.0,3555.0,3558.0,11596334.387968376
2022-12-11,3558.0,3578.8,3311.0,3405.0,36913391.167564176
2022-12-12,3409.9,3598.0,3400.0,3500.0,37584028.36371883
2022-12-13,3492.4,3550.0,3401.0,3436.0,29904555.25278204
2022-12-14,3436.0,3446.8,3320.1,3352.2,24657141.752817977
2022-12-15,3352.5,3399.9,3137.0,3220.0,30169543.911478095
2022-12-16,3223.9,3224.9,3001.0,3123.0,21705156.538614217
2022-12-17,3123.0,3240.0,3082.0,3155.0,23942632.783694956
2022-12-18,3153.6,3174.9,2900.0,2933.0,28162403.28364336
2022-12-19,2933.0,3035.0,2850.0,2955.0,23652026.134268418
2022-12-20,2951.0,2974.0,2851.3,2903.0,14988779.99561117
2022-12-21,2903.1,3099.0,2902.0,3069.0,34739161.11646888
2022-12-22,3068.0,3172.0,3063.0,3090.3,30359145.814797353
2022-12-23,3091.1,3155.0,3057.0,3134.0,18431922.863076866
2022-12-24,3134.0,3150.0,3062.0,3100.0,27310970.047142968
2022-12-25,3101.0,3166.0,3096.0,3145.5,24196574.383185588
2022-12-26,3146.0,3170.0,3110.1,3131.0,20965182.227786977
2022-12-27,3131.0,3164.4,3010.3,3120.0,35262185.85607067
2022-12-28,3120.0,3144.0,2905.0,2921.0,29392575.87297429
2022-12-29,2916.0,2978.0,2800.0,2824.7,29963938.47155758
2022-12-30,2819.0,2899.0,2745.0,2784.0,23024582.066680398
2022-12-31,2783.2,2884.1,2746.0,2873.0,20881086.228888113
2023-01-01,2864.1,2959.9,2835.6,2922.9,24008832.038623206
2023-01-02,2922.1,2950.0,2843.6,2852.0,19833023.072316166
2023-01-03,2852.0,2935.0,2845.0,2903.0,20819444.840164058
2023-01-04,2903.1,2956.0,2890.0,2917.2,23258644.50240941
2023-01-05,2926.0,2934.4,2865.9,2911.0,17548878.107196856
2023-01-06,2918.8,2960.0,2902.0,2940.0,19579500.11265831
2023-01-07,2940.1,2975.0,2927.0,2947.1,18321203.910055157
2023-01-08,2955.9,3213.0,2946.0,3096.0,67745716.54723786
2023-01-09,3096.0,3160.9,3033.0,3148.0,34643640.445153125
2023-01-10,3148.9,3188.0,3077.0,3159.0,26007051.83064771
2023-01-11,3159.0,3290.0,3140.2,3288.0,45457833.99821286
2023-01-12,3288.0,3319.7,3233.0,3287.2,31253648.14189055
2023-01-13,3288.0,3753.0,3280.0,3518.8,80843531.87998205
2023-01-14,3512.0,3577.8,3364.0,3482.0,32289334.21540726
2023-01-15,3482.0,3595.0,3400.0,3512.0,29533768.690806277
2023-01-16,3510.1,3531.9,3434.0,3512.1,20925788.937839635
2023-01-17,3512.1,3785.0,3480.0,3556.0,77731539.02771887
2023-01-18,3555.1,3622.0,3506.0,3612.0,20955471.987170953
2023-01-19,3612.0,3657.0,3547.0,3639.9,20605965.449035984
2023-01-20,3640.0,3938.0,3639.9,3885.1,67279678.27868463
2023-01-21,3883.0,4203.0,3734.0,3975.2,77712988.2293905
2023-01-22,3975.1,4098.0,3850.0,3953.0,48511088.98845005
2023-01-23,3954.0,4069.8,3706.0,3815.1,34216297.54577897
2023-01-24,3818.1,3864.0,3557.0,3795.0,27367080.274636604
2023-01-25,3795.0,3900.0,3783.0,3850.0,23228800.34935716
2023-01-26,3850.0,3890.0,3743.5,3882.0,15168993.819960738
2023-01-27,3882.0,4070.0,3851.3,3885.1,37237685.7467355
2023-01-28,3883.0,4050.0,3855.0,4010.1,27184195.311964937
2023-01-29,4011.0,4070.0,3850.0,3909.0,41613315.24702959
2023-01-30,3910.0,4335.0,3882.2,4312.0,96340544.25032656
2023-01-31,4312.0,4320.0,4006.5,4175.0,42123001.154580295
2023-02-01,4179.0,4249.0,4128.0,4150.1,48721874.23421256
2023-02-02,4152.0,4195.0,4085.0,4140.0,26003268.358821884
2023-02-03,4133.0,4459.0,4130.3,4380.5,77695606.62696667
2023-02-04,4384.0,4399.8,4100.0,4152.4,46109812.84881571
2023-02-05,4152.4,4194.0,4100.0,4157.0,20573738.122217238
2023-02-06,4157.0,4169.8,4050.0,4128.0,20670846.894578155
2023-02-07,4128.0,4170.0,4039.1,4060.0,19734418.665536996
2023-02-08,4060.0,4106.0,3761.0,3801.0,23126190.312121905
2023-02-09,3800.0,3868.0,3711.0,3836.1,17846252.191299953
2023-02-10,3836.0,3847.0,3720.0,3780.0,11139201.94792167
2023-02-11,3780.0,3976.0,3780.0,3946.0,23880432.35930633
2023-02-12,3947.0,4080.0,3755.0,3825.0,26949327.725122567
2023-02-13,3825.0,3933.0,3800.0,3892.4,17672344.881880533
2023-02-14,3891.9,4133.8,3870.0,4127.0,37140529.21145556
2023-02-15,4127.0,4296.0,4060.0,4120.4,48825564.39036635
2023-02-16,4120.4,4245.7,4020.0,4240.8,28673461.646823183
2023-02-17,4243.0,4349.0,4160.0,4209.9,30402370.14420971
2023-02-18,4208.1,4400.0,4208.0,4284.0,31022360.16973772
2023-02-19,4284.0,4434.9,4272.0,4353.5,24638645.828922488
2023-02-20,4353.5,4405.0,4290.0,4319.0,18407946.697026867
2023-02-21,4319.0,4545.0,4250.0,4422.0,37210246.793813676
2023-02-22,4421.0,4540.0,4417.0,4538.0,21513957.635314487
2023-02-23,4537.0,4630.0,4400.0,4510.0,27691544.235667724
2023-02-24,4514.0,4732.0,4470.1,4637.1,28470711.1064459
2023-02-25,4637.5,4928.0,4400.0,4698.0,41710213.84283412
2023-02-26,4696.0,4735.0,4578.6,4670.0,18601917.819563717
2023-02-27,4670.0,4800.0,4651.5,4667.6,20270624.747048788
2023-02-28,4667.0,4720.0,4415.2,4447.7,17560518.08278034
2023-03-01,4447.5,4549.8,4300.0,4486.0,14446747.440470945
2023-03-02,4486.0,4510.0,4175.0,4301.1,14759823.172772799
2023-03-03,4301.1,4327.8,4040.0,4074.8,13065068.633990517
2023-03-04,4074.8,4177.0,3800.0,3890.0,18151521.429463115
2023-03-05,3890.8,3945.0,3721.1,3742.0,13468474.632955976
2023-03-06,3742.0,3920.0,3681.0,3829.1,14923331.757648496
2023-03-07,3825.0,3877.0,3685.0,3699.8,11081680.133726392
2023-03-08,3699.8,3745.0,3420.0,3450.0,11807613.108710088
2023-03-09,3466.0,3520.0,3081.0,3149.0,24781623.943597756
2023-03-10,3150.5,3250.0,2852.0,2937.0,16265858.748515455
2023-03-11,2938.0,3189.0,2931.0,3127.9,20602121.624317996
2023-03-12,3134.9,3600.0,3124.0,3410.0,31831318.19746723
2023-03-13,3410.0,3787.0,3402.0,3603.0,29016937.65384766
2023-03-14,3610.0,3757.0,3280.1,3370.0,25002996.712158244
2023-03-15,3370.0,3499.0,3362.0,3456.0,10647248.86954787
2023-03-16,3455.2,3698.9,3405.1,3630.0,20091518.811828446
2023-03-17,3630.0,3768.9,3565.0,3627.9,20489224.709096156
2023-03-18,3627.9,3843.0,3533.0,3789.0,21137262.05076932
2023-03-19,3784.0,3888.0,3700.0,3787.9,22748029.310826607
2023-03-20,3787.8,4059.8,3737.2,3998.0,26275741.74199429
2023-03-21,3990.0,4074.0,3760.0,3827.0,30212971.512428105
2023-03-22,3834.8,4125.0,3820.0,4000.0,28203959.944211297
2023-03-23,3995.5,4030.0,3800.0,3932.0,14651486.056763623
2023-03-24,3930.2,3967.9,3811.1,3841.6,11419300.660057515
2023-03-25,3841.6,3925.0,3841.6,3875.1,7704167.86203279
2023-03-26,3881.9,3959.8,3781.0,3810.8,16059832.925813703
2023-03-27,3816.0,3900.0,3787.0,3897.9,11150247.858414106
2023-03-28,3897.9,4032.5,3865.2,4015.0,21102734.64814425
2023-03-29,4003.6,4115.0,3964.0,4038.0,19668984.82210905
2023-03-30,4040.0,4148.9,4003.0,4130.0,16169695.519379275
2023-03-31,4127.0,4470.0,4095.4,4458.0,44179716.57543688
2023-04-01,4458.0,4595.0,4191.0,4244.6,52870576.96720572
2023-04-02,4245.0,5200.0,4026.0,4744.9,119269975.03914723
2023-04-03,4741.0,5345.0,4563.3,5010.0,112150358.02297844
2023-04-04,5010.0,5149.9,4722.0,4844.8,38350220.98993545
2023-04-05,4844.8,4860.0,4578.0,4757.0,29401628.35262356
2023-04-06,4757.1,4766.0,4260.0,4280.0,44973841.506739184
2023-04-07,4280.0,4380.0,4252.0,4262.1,18839582.093067206
2023-04-08,4266.0,4350.0,4212.0,4320.0,18218209.54444508
2023-04-09,4319.9,4362.0,4243.0,4317.0,13325659.274144433
2023-04-10,4314.0,4409.0,4301.1,4336.0,16387397.196118044
2023-04-11,4336.0,4360.0,4220.0,4266.0,15649080.635460384
2023-04-12,4266.0,4500.0,4259.0,4426.0,30393486.33595433
2023-04-13,4430.0,4614.9,4351.0,4490.0,31087354.830139324
2023-04-14,4492.0,4589.7,4442.2,4515.0,15874917.58860009
2023-04-15,4515.0,4649.0,4481.1,4601.0,17513121.87164257
2023-04-16,4604.0,4857.0,4511.0,4703.0,47807703.982070155
2023-04-17,4712.0,4837.0,4632.0,4776.2,21851943.20148282
2023-04-18,4780.0,4824.8,4580.0,4688.0,29413142.49768757
2023-04-19,4694.9,4898.0,4455.0,4474.0,69271723.12032774
2023-04-20,4474.0,4536.0,4169.0,4195.0,25742121.73508833
2023-04-21,4195.5,4367.7,4151.0,4311.0,20069956.15707821
2023-04-22,4318.5,4348.0,4119.0,4163.0,13323273.972991413
2023-04-23,4163.0,4247.0,4103.0,4155.0,13850520.32908484
2023-04-24,4153.2,4214.0,4116.1,4209.9,8440755.175560554
2023-04-25,4209.0,4436.0,4086.0,4090.1,25911685.19940394
2023-04-26,4090.0,4331.0,4079.0,4295.0,15091036.113402406
2023-04-27,4285.0,4320.0,4250.0,4287.1,8111692.62708269
2023-04-28,4297.0,4450.0,4287.0,4404.0,17122604.51136455
2023-04-29,4404.0,4449.8,4361.0,4378.0,11083768.114867004
2023-04-30,4377.2,4440.0,4316.1,4372.3,14896021.302633768
2023-05-01,4378.9,4446.0,4292.4,4356.0,14285860.25119356
2023-05-02,4356.8,4370.0,4272.3,4306.0,7772982.538010748
2023-05-03,4313.8,4405.0,4292.0,4325.0,7321061.424572388
2023-05-04,4342.0,4360.0,4271.4,4320.0,8364307.569753487
2023-05-05,4329.0,4410.1,4151.0,4171.0,12614835.500171017
2023-05-06,4171.0,4207.0,4120.5,4133.0,5775813.005806194
2023-05-07,4139.5,4150.0,3850.0,3945.0,10320481.370760184
2023-05-08,3945.0,4000.0,3920.0,3945.0,6118889.289809701
2023-05-09,3945.5,4009.9,3850.0,3938.1,8520257.444731936
2023-05-10,3943.0,3969.0,3754.0,3817.0,7568667.988782516
2023-05-11,3817.0,3930.0,3760.0,3810.1,7964340.151228403
2023-05-12,3810.1,3875.0,3783.0,3799.9,4674701.671061241
2023-05-13,3799.9,3839.9,3717.6,3722.0,5828472.363156232
2023-05-14,3722.0,3840.0,3713.8,3804.1,6188156.570823394
2023-05-15,3808.0,3823.3,3755.0,3760.0,4309277.31645268
2023-05-16,3759.9,3861.9,3725.0,3849.8,9595022.724892877
2023-05-17,3849.8,3864.0,3725.0,3744.0,7319509.554641821
2023-05-18,3756.0,3850.0,3746.8,3781.4,4887217.221491342
2023-05-19,3793.8,3799.0,3750.0,3794.0,3464289.8598097577
2023-05-20,3795.0,3830.0,3772.0,3787.0,4415467.723211554
2023-05-21,3787.0,3869.9,3730.0,3821.0,9159078.738393692
2023-05-22,3821.0,3869.9,3805.0,3821.8,4927383.835368462
2023-05-23,3821.8,3840.0,3705.0,3741.4,6693361.363910653
2023-05-24,3741.4,3766.0,3670.0,3725.0,3645863.3743219594
2023-05-25,3730.0,3749.0,3700.0,3712.0,2812365.334282106
2023-05-26,3713.0,3740.0,3698.1,3727.9,3443633.547271676
2023-05-27,3727.9,3797.0,3718.2,3760.0,5560364.267837146
2023-05-28,3753.0,3810.0,3753.0,3793.5,5390016.956291847
2023-05-29,3780.0,3805.0,3755.0,3761.0,4223450.991510761
2023-05-30,3761.0,3776.8,3680.0,3712.6,4380842.673345833
2023-05-31,3712.6,3764.0,3685.3,3740.8,3199504.520747474
2023-06-01,3741.0,3775.0,3714.1,3758.0,3178169.481343928
2023-06-02,3750.2,3759.7,3722.1,3735.8,2558544.8794793827
2023-06-03,3735.8,3757.0,3728.0,3750.0,2450896.0728330724
2023-06-04,3750.0,3759.9,3410.0,3487.9,8986709.661483008
2023-06-05,3485.0,3708.9,3411.0,3634.0,10578420.738217337
2023-06-06,3634.0,3647.9,3333.8,3347.0,7996416.014272918
2023-06-07,3334.8,3424.9,3334.8,3396.9,4047622.1641337126
2023-06-08,3396.9,3544.0,3380.8,3425.0,6902019.6343236435
2023-06-09,3424.0,3540.0,2937.1,3069.9,17346973.682648707
2023-06-10,3069.9,3148.0,2850.0,2975.0,8958815.732846837
2023-06-11,2975.0,2995.0,2862.1,2975.0,6806255.36859013
2023-06-12,2974.0,3112.0,2962.2,3076.4,7917884.302869674
2023-06-13,3061.5,3095.0,2975.0,3016.0,5360882.465857092
2023-06-14,3014.5,3059.0,2926.0,3036.7,7461632.690944923
2023-06-15,3034.0,3100.0,3011.0,3080.3,5441234.983578276
2023-06-16,3080.3,3110.0,3046.0,3072.0,6087693.316151264
2023-06-17,3072.0,3184.1,3046.0,3060.0,9409285.0059198
2023-06-18,3058.1,3096.0,3021.0,3062.0,5318062.680284031
2023-06-19,3062.0,3110.0,3010.0,3061.0,7248706.269659554
2023-06-20,3061.0,3240.0,3056.3,3199.9,13907008.998416737
2023-06-21,3200.0,3378.6,3175.0,3250.0,14292556.548620617
2023-06-22,3250.0,3422.0,3221.1,3350.0,11334545.727780648
2023-06-23,3351.0,3399.0,3285.0,3340.0,10947736.967764715
2023-06-24,3340.0,3396.0,3325.0,3354.9,6919424.398027006
2023-06-25,3354.9,3360.0,3222.3,3249.0,6753959.279004239
2023-06-26,3241.0,3289.0,3183.5,3266.0,4762860.206641329
2023-06-27,3265.0,3300.0,3090.0,3110.1,5945925.78426601
2023-06-28,3119.0,3220.0,3111.0,3180.0,4083772.5430568615
2023-06-29,3191.0,3335.0,3150.6,3277.7,12519779.6015563
2023-06-30,3280.0,3529.9,3270.2,3399.0,15144520.446415422
2023-07-01,3391.0,3468.9,3340.0,3410.0,10517388.646876095
2023-07-02,3405.0,3459.9,3388.0,3447.8,9130879.336097732
2023-07-03,3447.0,3615.0,3413.0,3487.0,20611434.356024414
2023-07-04,3494.0,3498.9,3350.0,3410.0,9485135.17773939
2023-07-05,3408.0,3490.0,3330.0,3395.9,6775300.7850408545
2023-07-06,3395.9,3409.0,3320.0,3321.0,3435143.5881377957
2023-07-07,3320.1,3360.0,3285.0,3285.2,4392593.6332907975
