t,o,h,l,c,v
2023-07-08,3297.6,3350.0,3282.0,3301.5,3413888.954175224
2023-07-09,3301.1,3320.0,3230.0,3300.1,3979886.6695711548
2023-07-10,3302.0,3311.2,3205.0,3220.0,4372723.199554444
2023-07-11,3217.0,3270.0,3190.1,3219.0,3377137.744772152
2023-07-12,3224.0,3491.4,3204.2,3480.0,13690641.227851383
2023-07-13,3477.0,3570.0,3300.0,3348.0,19279959.861629613
2023-07-14,3351.4,3677.0,3345.0,3556.0,24325395.717430677
2023-07-15,3569.6,3590.0,3410.1,3424.0,8389946.864828672
2023-07-16,3428.0,3590.0,3373.6,3412.0,7787712.612431715
2023-07-17,3414.1,3474.0,3333.0,3350.0,5840444.637696372
2023-07-18,3350.1,3519.0,3345.8,3432.6,9446213.00017782
2023-07-19,3433.0,3597.5,3413.2,3429.0,14684941.223774442
2023-07-20,3442.9,3750.0,3415.0,3575.0,22812011.462734696
2023-07-21,3576.9,3620.0,3460.0,3466.1,9111540.350017732
2023-07-22,3478.5,3559.8,3421.0,3508.1,9260311.558910096
2023-07-23,3507.0,3780.0,3450.1,3638.0,40714895.58941061
2023-07-24,3656.0,4115.0,3601.2,3990.0,46549201.50281306
2023-07-25,3990.0,4049.8,3807.0,3882.0,22997347.19952636
2023-07-26,3885.9,3947.0,3775.0,3799.0,13775995.24044298
2023-07-27,3799.0,3868.0,3751.0,3809.0,10762441.869179871
2023-07-28,3809.0,4025.0,3781.0,3970.1,15988667.780256143
2023-07-29,3971.1,3990.0,3781.5,3842.0,12138874.617367588
2023-07-30,3840.1,3963.0,3830.0,3872.3,9467544.421425702
2023-07-31,3872.3,3899.9,3800.0,3888.0,8743471.450749245
2023-08-01,3877.5,3919.0,3764.1,3779.2,10142215.85926897
2023-08-02,3779.2,3819.0,3690.0,3764.9,7737668.403448047
2023-08-03,3769.0,3780.0,3680.0,3702.1,6615820.530912267
2023-08-04,3708.0,3819.0,3652.1,3780.0,15387028.348678404
2023-08-05,3778.0,3798.0,3713.0,3736.6,6102293.76823274
2023-08-06,3741.9,3805.0,3645.0,3683.0,7171696.942068997
2023-08-07,3681.1,3759.8,3670.0,3728.8,5471422.08485817
2023-08-08,3721.0,3787.0,3712.0,3719.3,7665109.9774581725
2023-08-09,3721.0,3825.0,3710.6,3752.0,7661853.076537231
2023-08-10,3752.8,3765.0,3671.0,3683.9,4724051.374867751
2023-08-11,3682.0,3790.0,3682.0,3755.7,8118183.069099705
2023-08-12,3755.6,3770.0,3725.1,3739.0,4034805.8394856527
2023-08-13,3739.0,3798.8,3666.0,3711.0,10546829.10943088
2023-08-14,3711.0,3722.0,3525.0,3557.3,7147834.4479800975
2023-08-15,3565.0,3593.0,3380.0,3399.0,7876948.145940283
2023-08-16,3380.0,3419.8,3220.0,3287.0,7190373.337860521
2023-08-17,3285.9,3286.0,2995.0,3159.0,11818225.18362834
2023-08-18,3159.8,3210.0,3133.0,3163.7,7066494.155949912
2023-08-19,3152.1,3221.1,3145.1,3178.9,5816930.902164352
2023-08-20,3178.8,3189.0,3010.0,3092.0,5903172.493090244
2023-08-21,3099.1,3146.9,3030.0,3083.8,6160608.745063473
2023-08-22,3084.0,3200.0,3025.0,3185.9,8776522.41469346
2023-08-23,3185.9,3188.9,3110.0,3125.0,3750243.6756120757
2023-08-24,3122.0,3150.0,3091.0,3126.0,3194790.336863713
2023-08-25,3126.0,3148.0,3115.2,3120.1,2526991.463896116
2023-08-26,3121.0,3160.0,3110.0,3142.0,3495996.001871045
2023-08-27,3136.0,3160.0,3102.0,3137.0,4015610.685171266
2023-08-28,3139.4,3382.0,3120.0,3314.9,14263848.9239705
2023-08-29,3315.0,3319.9,3200.0,3254.0,7201614.589504612
2023-08-30,3254.0,3330.0,3110.0,3183.5,11283284.999176022
2023-08-31,3195.0,3203.0,3125.0,3174.3,4263357.0687359115
2023-09-01,3176.1,3237.0,3144.0,3169.9,4694102.735409805
2023-09-02,3169.9,3199.0,3158.7,3180.9,2938745.880781252
2023-09-03,3180.9,3206.6,3161.8,3171.8,2557745.719279256
2023-09-04,3174.6,3247.8,3149.1,3215.0,6224602.805625364
2023-09-05,3213.0,3244.0,3161.0,3176.2,4203905.70394481
2023-09-06,3176.2,3197.9,3162.0,3178.0,2285857.9941014205
2023-09-07,3178.0,3199.8,3150.0,3164.0,3387310.0339756887
2023-09-08,3170.0,3200.0,3164.0,3177.0,2892800.8926553545
2023-09-09,3177.1,3189.9,3063.0,3097.0,4657619.811798602
2023-09-10,3097.0,3119.7,3000.0,3027.0,3468029.8866115003
2023-09-11,3024.0,3220.0,3022.4,3078.0,4945169.489664886
2023-09-12,3081.7,3104.0,3052.0,3080.0,2756412.1030247863
2023-09-13,3085.0,3131.0,3083.0,3127.0,4418395.490604376
2023-09-14,3118.2,3135.0,3090.1,3113.1,3584943.253396426
2023-09-15,3117.9,3150.8,3103.1,3110.1,3997456.778851448
2023-09-16,3111.0,3134.5,3081.0,3088.9,3901613.894945038
2023-09-17,3088.9,3124.9,3061.1,3075.0,3877273.6301296796
2023-09-18,3075.0,3140.0,3069.7,3115.9,4428819.582446867
2023-09-19,3116.0,3130.0,3072.0,3085.1,3516311.565482329
2023-09-20,3085.4,3140.0,3058.0,3059.2,3946850.0156845455
2023-09-21,3062.6,3089.0,3041.0,3053.1,2068905.2421903568
2023-09-22,3046.0,3080.0,3041.6,3067.0,2736386.7675536815
2023-09-23,3075.8,3075.8,3034.8,3036.1,2453718.8613373637
2023-09-24,3036.0,3049.8,3015.0,3036.0,3406636.7216017493
2023-09-25,3036.0,3044.9,3005.0,3017.0,2893838.348186279
2023-09-26,3016.9,3055.0,2992.0,3024.5,4856432.936768078
2023-09-27,3024.4,3080.0,3011.8,3065.1,4028845.4110280974
2023-09-28,3065.0,3112.0,3062.1,3090.0,4856417.722041567
2023-09-29,3095.0,3143.0,3085.1,3126.7,5840219.953555649
2023-09-30,3126.7,3159.4,3106.0,3117.0,5317550.1391938105
2023-10-01,3119.2,3212.0,3100.0,3123.0,7848271.875982894
2023-10-02,3123.0,3135.6,3074.0,3080.8,4320359.380566512
2023-10-03,3091.9,3100.0,3045.0,3080.0,4548628.961380368
2023-10-04,3080.0,3096.0,3063.0,3085.0,3018108.557894008
2023-10-05,3075.8,3090.0,3068.0,3080.0,1932068.423269383
2023-10-06,3080.0,3117.9,3076.0,3110.0,3025264.591718559
2023-10-07,3110.0,3215.0,3110.0,3196.0,8887218.54834537
2023-10-08,3193.1,3230.0,3111.1,3160.1,7111267.256684976
2023-10-09,3160.0,3199.0,3080.0,3104.0,4376877.050983828
2023-10-10,3104.0,3139.3,3002.0,3026.0,4334016.860444007
2023-10-11,3034.7,3048.2,2980.0,3030.0,3981185.5370392655
2023-10-12,3033.9,3073.9,3013.1,3023.7,3853238.190747971
2023-10-13,3024.4,3067.0,3016.2,3052.3,4207675.53639977
2023-10-14,3060.8,3083.0,3032.0,3035.0,3316898.3547491566
2023-10-15,3035.6,3115.0,3026.5,3046.0,5098350.75218294
2023-10-16,3046.0,3065.0,3003.8,3013.0,4081407.574501028
2023-10-17,3014.0,3054.0,3006.1,3016.0,3401304.7909122133
2023-10-18,3009.0,3039.9,2980.1,3009.8,3701056.867175244
2023-10-19,3009.8,3063.0,3004.5,3053.2,5073022.598421295
2023-10-20,3052.1,3082.0,3025.0,3055.0,5081285.495563621
2023-10-21,3055.0,3096.9,3041.0,3075.8,6223584.660398094
2023-10-22,3075.8,3319.0,3074.0,3252.1,17737365.137085937
2023-10-23,3255.0,3529.0,3250.1,3382.9,23652075.453124985
2023-10-24,3375.1,3519.6,3303.6,3512.0,11148534.030086508
2023-10-25,3505.2,3869.0,3472.0,3713.2,33112786.71322372
2023-10-26,3713.2,3750.0,3509.0,3539.0,12148370.423528152
2023-10-27,3539.0,3634.8,3508.5,3594.4,14181066.333946887
2023-10-28,3594.0,3629.9,3534.0,3595.0,9254732.01053683
2023-10-29,3595.0,3630.0,3535.1,3582.0,10307751.792790242
2023-10-30,3582.1,3676.0,3486.1,3562.0,19521666.252087962
2023-10-31,3562.0,3571.9,3425.0,3565.0,14162629.655306531
2023-11-01,3560.0,3670.0,3506.0,3569.8,15031721.747513518
2023-11-02,3569.8,3579.0,3483.8,3517.0,5578057.335601616
2023-11-03,3517.0,3575.0,3510.0,3531.0,6424909.977461605
2023-11-04,3531.0,3695.0,3530.0,3666.6,16296856.152075421
2023-11-05,3667.8,3935.0,3622.1,3870.1,24825160.730016824
2023-11-06,3869.2,3929.0,3700.0,3807.0,15641486.854980342
2023-11-07,3807.0,3950.0,3761.0,3875.0,10554349.78499038
2023-11-08,3874.0,3994.3,3651.1,3670.0,24025615.52342422
2023-11-09,3658.0,3854.7,3650.0,3818.9,12714712.166132947
2023-11-10,3819.0,4192.0,3812.4,4101.2,38506537.09606282
2023-11-11,4101.5,4149.0,3910.0,4029.1,15205577.47609422
2023-11-12,4032.0,4096.0,3900.0,3935.0,13243887.324011423
2023-11-13,3935.0,3987.0,3620.0,3707.6,12913502.348892534
2023-11-14,3702.0,3879.0,3685.0,3877.0,8045330.031906673
2023-11-15,3868.8,4231.0,3843.3,4067.0,41692384.077696316
2023-11-16,4066.1,4490.0,4000.0,4261.1,50619658.54117925
2023-11-17,4267.0,4450.0,4077.1,4150.0,26573706.76025007
2023-11-18,4153.0,4157.9,3960.0,4046.0,15373200.759389365
2023-11-19,4045.0,4168.0,4000.0,4030.8,13157648.250425836
2023-11-20,4028.0,4033.2,3712.0,3814.9,14962379.11515383
2023-11-21,3814.9,3885.0,3652.2,3850.0,9721818.120602908
2023-11-22,3849.0,3894.0,3800.2,3853.7,6599905.2471671775
2023-11-23,3862.0,3968.9,3850.0,3929.0,8720758.728682535
2023-11-24,3920.4,4018.0,3917.8,3975.2,8371829.651917816
2023-11-25,3982.0,4010.0,3850.0,3919.8,5951764.050072887
2023-11-26,3919.8,4146.0,3906.1,3920.0,22445725.346281167
2023-11-27,3917.0,4099.0,3910.0,4060.3,12500751.593560038
2023-11-28,4060.2,4199.0,4030.2,4094.0,15614095.350101793
2023-11-29,4094.0,4286.9,4080.4,4246.0,17492544.737160202
2023-11-30,4246.0,4299.0,4175.2,4222.8,12652955.618167909
2023-12-01,4214.0,4320.0,4209.0,4306.0,9824937.016208343
2023-12-02,4306.0,4375.0,4244.1,4307.0,15300734.632194832
2023-12-03,4309.9,4570.0,4289.0,4488.4,30343439.007758223
2023-12-04,4492.0,4807.0,4430.0,4697.9,29238778.616201896
2023-12-05,4697.9,5280.0,4680.0,5009.5,51973162.20366562
2023-12-06,5009.5,5013.0,4700.3,4769.5,20561007.125751533
2023-12-07,4761.0,5070.6,4710.0,5032.1,20152692.29185698
2023-12-08,5039.0,5234.6,4961.0,5010.2,22862254.051542137
2023-12-09,5010.1,5174.0,4900.0,5133.0,12330698.571219375
2023-12-10,5135.0,5385.0,4555.0,4725.0,33046076.920357205
2023-12-11,4717.1,4950.0,4650.0,4680.1,18122148.63893783
2023-12-12,4681.2,4848.0,4615.0,4815.6,10287356.77084449
2023-12-13,4816.9,4985.0,4770.1,4885.5,16080270.74516313
2023-12-14,4888.0,4967.0,4750.0,4812.6,11145305.507935904
2023-12-15,4817.0,4882.0,4700.0,4844.0,12216254.720251683
2023-12-16,4845.0,4939.0,4750.0,4807.1,16140899.986107092
2023-12-17,4810.0,4837.6,4437.0,4558.0,16712080.308442755
2023-12-18,4559.0,4719.0,4520.0,4578.1,11761034.464301538
2023-12-19,4578.0,4669.0,4509.0,4576.7,11741556.433446575
2023-12-20,4576.7,4848.0,4551.9,4792.0,12620143.04900476
2023-12-21,4792.0,4869.0,4611.0,4684.5,17686126.630209524
2023-12-22,4690.0,4740.0,4620.0,4672.0,8573270.895217575
2023-12-23,4672.0,4765.0,4660.0,4713.0,10954396.687227853
2023-12-24,4713.0,4770.0,4600.0,4711.1,13206620.230895596
2023-12-25,4711.1,4755.0,4560.0,4609.8,13051553.66399795
2023-12-26,4609.8,4733.6,4561.0,4719.0,9108631.566403132
2023-12-27,4719.2,4775.0,4650.0,4671.9,10745000.191831352
2023-12-28,4699.0,4721.0,4605.3,4653.2,6574637.169325701
2023-12-29,4654.0,4669.8,4561.0,4616.0,5292257.38170068
2023-12-30,4624.0,4649.5,4575.0,4603.0,4107432.1539108604
2023-12-31,4615.9,4694.0,4552.0,4672.1,6537384.311269295
2024-01-01,4672.1,4780.0,4641.0,4671.0,12020293.085519917
2024-01-02,4677.0,4713.0,4197.0,4245.1,19490353.032420013
2024-01-03,4245.1,4367.0,4220.0,4330.0,8296961.647405232
2024-01-04,4332.0,4375.0,4175.0,4226.0,6972511.076246266
2024-01-05,4221.2,4275.0,4040.0,4160.0,7027544.4190142555
2024-01-06,4156.2,4195.0,4077.0,4117.1,4743449.011844234
2024-01-07,4115.1,4189.9,3800.0,4144.0,11107203.863021165
2024-01-08,4144.0,4325.0,4000.0,4083.1,12649651.858997853
2024-01-09,4086.0,4225.0,4000.0,4062.4,11175418.085627066
2024-01-10,4062.5,4535.0,4062.3,4426.0,26016370.025039922
2024-01-11,4426.0,4438.0,4187.0,4273.0,12089118.439950945
2024-01-12,4278.0,4318.0,4101.0,4285.0,9907503.047542391
2024-01-13,4277.0,4484.9,4260.1,4297.0,14365505.455446338
2024-01-14,4297.0,4350.0,4246.3,4304.0,8540051.23953547
2024-01-15,4303.0,4400.0,4274.0,4341.1,9182997.693474578
2024-01-16,4341.0,4373.8,4293.0,4328.0,5011155.559425163
2024-01-17,4328.0,4380.0,4250.0,4257.2,7624514.084963754
2024-01-18,4265.0,4298.9,4095.0,4235.2,6948791.353031614
2024-01-19,4236.5,4580.0,4201.8,4512.3,12494534.823750064
2024-01-20,4519.1,4850.0,4460.0,4621.0,35127529.23618532
2024-01-21,4621.0,4644.9,4400.0,4491.0,17524437.249264844
2024-01-22,4491.0,4515.0,4225.0,4261.1,13025105.586650688
2024-01-23,4256.6,4500.0,4256.6,4346.4,11245919.17179774
2024-01-24,4344.1,4397.9,4305.0,4355.9,5745433.157104532
2024-01-25,4355.0,4443.4,4321.0,4417.7,7567054.024185022
2024-01-26,4417.5,4470.0,4349.0,4468.0,9661122.75409996
2024-01-27,4450.1,4544.9,4421.1,4431.0,8307181.849140657
2024-01-28,4423.0,4762.0,4422.2,4719.5,22606845.17487724
2024-01-29,4710.0,4762.0,4630.1,4719.0,12126958.287449185
2024-01-30,4719.0,4735.0,4570.0,4660.0,10328128.79770641
2024-01-31,4660.0,4665.0,4560.0,4626.0,5158351.236093025
2024-02-01,4629.2,4654.0,4548.0,4578.7,7386066.214748672
2024-02-02,4570.0,4617.0,4460.0,4469.0,6568870.373865292
2024-02-03,4458.0,4495.6,4331.0,4378.4,6654482.504449625
2024-02-04,4370.1,4430.0,4300.0,4338.4,6744892.011842944
2024-02-05,4344.5,4376.9,4305.0,4363.1,5423032.033706572
2024-02-06,4363.1,4440.0,4320.9,4433.0,4309151.218924896
2024-02-07,4438.9,4473.4,4406.5,4447.0,4800605.50689744
2024-02-08,4447.0,4533.2,4410.0,4476.0,7187810.79062348
2024-02-09,4481.0,4482.0,4406.5,4451.5,4294579.630901945
2024-02-10,4450.2,4569.0,4450.0,4502.2,6203304.921059011
2024-02-11,4502.3,4529.3,4385.0,4493.0,9975905.4988892
2024-02-12,4495.0,4555.0,4415.0,4474.7,10344050.38872883
2024-02-13,4474.7,4772.0,4440.0,4750.0,21974105.730635982
2024-02-14,4759.7,4847.9,4690.0,4724.0,21269249.98145592
2024-02-15,4723.0,4890.0,4700.7,4754.9,14271257.395764563
2024-02-16,4754.0,4795.0,4584.0,4670.0,10299389.329764731
2024-02-17,4668.0,4790.0,4645.3,4745.0,11588122.961715354
2024-02-18,4745.0,5044.9,4745.0,5001.0,21414259.837757632
2024-02-19,5000.0,5132.0,4754.0,4850.0,19962885.106878724
2024-02-20,4850.0,4897.0,4700.0,4765.9,10418525.253668392
2024-02-21,4760.0,4872.6,4707.0,4843.0,7237839.842316992
2024-02-22,4848.4,4898.0,4766.0,4852.4,9502981.63374211
2024-02-23,4853.0,4950.0,4812.2,4913.0,8507615.901102813
2024-02-24,4907.1,4970.0,4881.2,4956.9,6219674.456466733
2024-02-25,4956.0,5150.0,4866.0,5100.0,15709402.56981498
2024-02-26,5090.2,5830.0,5084.0,5770.3,44993920.81786731
2024-02-27,5770.4,6995.0,5500.0,6494.9,54664719.03548075
2024-02-28,6466.1,7860.0,6462.0,7513.0,84313902.49587202
2024-02-29,7500.1,8250.0,6596.1,8052.0,54589144.111842155
2024-03-01,8053.0,8859.0,7911.7,8264.3,62563285.333172105
2024-03-02,8274.1,9352.4,7650.0,9180.0,54197557.90772587
2024-03-03,9185.0,11000.0,8700.0,10780.1,77980421.19503069
2024-03-04,10799.0,12100.0,6833.0,6989.0,67455305.58239724
2024-03-05,6989.0,10770.0,6800.0,9459.9,49340554.51894228
2024-03-06,9432.1,9688.0,8485.6,9469.0,29556395.34638979
2024-03-07,9466.0,10395.0,9205.0,10100.1,43225596.16501395
2024-03-08,10110.0,11000.0,9760.0,10456.0,43653522.17221089
2024-03-09,10456.0,10922.0,9900.0,10225.2,25644600.53356864
2024-03-10,10230.0,10699.0,9568.0,10435.0,23795093.01783136
2024-03-11,10433.0,10800.0,9560.0,9863.4,22761546.681383785
2024-03-12,9863.4,10369.0,9800.0,10112.0,15857746.072906716
2024-03-13,10112.0,11198.0,9874.3,10469.0,50993967.2907189
2024-03-14,10469.0,10850.0,8954.3,9698.9,38064137.36576282
2024-03-15,9698.8,9850.0,8300.0,8580.0,27750785.368479904
2024-03-16,8566.0,9549.9,8105.0,9293.0,31387633.97930956
2024-03-17,9293.0,9430.0,8450.0,8735.0,16957732.942737944
2024-03-18,8734.9,8850.0,7700.0,8127.0,30735437.445084307
2024-03-19,8130.0,9200.0,7652.2,9200.0,30421671.313241206
2024-03-20,9200.0,9839.0,8912.2,9469.0,40203116.76947226
2024-03-21,9469.0,10264.6,9058.9,9439.0,32380271.20388298
2024-03-22,9439.0,10799.9,9260.0,10404.0,42487466.65303025
2024-03-23,10382.0,10965.0,10023.1,10909.0,32134759.667506054
2024-03-24,10901.1,11255.0,10500.0,11101.9,39624718.794680096
2024-03-25,11111.0,11380.0,10736.1,10950.0,30535487.29452579
2024-03-26,10934.0,11730.0,10933.0,11542.0,42496748.46743646
2024-03-27,11542.0,14100.0,11385.0,13702.0,74918261.16364379
2024-03-28,13702.1,13869.0,12800.0,13247.0,35786824.9930713
2024-03-29,13247.0,13425.0,12200.0,12510.0,24331642.1881582
2024-03-30,12499.0,13897.0,12350.0,13660.0,28464819.729888257
2024-03-31,13660.0,13800.0,12400.0,12850.0,33707237.127849124
2024-04-01,12851.0,12988.0,11400.0,11899.9,36447311.53413604
2024-04-02,11899.9,11980.0,11087.0,11200.2,23927091.783828042
2024-04-03,11200.0,12100.0,10900.0,11515.0,28615795.834539074
2024-04-04,11531.0,11724.6,10950.0,11621.2,22691110.210522007
2024-04-05,11610.0,12000.0,11450.0,11840.0,20906764.639095504
2024-04-06,11833.0,13000.0,11825.0,12598.9,34877079.23002736
2024-04-07,12598.9,13245.0,12480.0,12686.5,26044740.55217818
2024-04-08,12682.0,12895.0,12000.1,12284.0,21262305.607768092
2024-04-09,12270.0,13000.0,11900.0,12901.1,28347314.07137021
2024-04-10,12901.1,13165.0,12446.0,12745.0,23468139.36577447
2024-04-11,12749.5,13038.0,11000.0,11599.9,29495408.798057545
2024-04-12,11600.0,11930.0,9000.0,9911.0,24390732.845579673
2024-04-13,9875.0,11160.2,9100.0,10305.0,37584276.882939816
2024-04-14,10302.0,11500.0,10103.0,10800.3,34127723.614351206
2024-04-15,10800.4,11081.0,9803.0,10281.0,20737870.754061043
2024-04-16,10283.0,10590.0,9700.0,9980.0,20061896.7241838
2024-04-17,9974.3,10253.0,9500.0,10102.3,20754006.93241603
2024-04-18,10102.3,10380.0,9600.0,10153.0,22184038.42072972
2024-04-19,10152.1,10664.8,9915.0,10500.0,25153348.194569748
2024-04-20,10528.0,10709.0,10177.0,10310.8,17215797.947251357
2024-04-21,10311.0,10594.0,10226.0,10477.0,14664147.675093887
2024-04-22,10499.0,10590.0,10255.0,10389.0,12525138.73287995
2024-04-23,10370.1,10605.0,9706.0,9770.0,19083986.544165432
2024-04-24,9744.0,9845.0,9234.0,9710.0,14511826.220974274
2024-04-25,9710.0,9826.2,9351.1,9439.0,7788620.11960544
2024-04-26,9435.0,9460.0,8800.0,9050.6,13013996.279120006
2024-04-27,9010.0,9290.0,9000.0,9120.0,6108494.074008867
2024-04-28,9090.0,9168.8,8500.0,8654.1,11124926.262055052
2024-04-29,8651.0,8980.0,8035.0,8285.9,12243218.658882562
2024-04-30,8285.9,8450.0,7100.0,7919.9,25123215.22324042
2024-05-01,7915.0,8200.0,7571.0,8110.0,15121129.877357952
2024-05-02,8103.0,8798.0,8030.0,8740.0,15530940.4666296
2024-05-03,8740.0,10327.0,8740.0,9849.0,42598010.33406316
2024-05-04,9841.6,9962.0,9387.5,9762.0,20862563.168882884
2024-05-05,9762.0,10300.0,9430.0,9695.0,24747126.900206093
2024-05-06,9695.0,9818.5,9325.1,9421.0,9668326.933365013
2024-05-07,9420.0,9431.0,8820.0,8842.0,13881433.337880418
2024-05-08,8841.8,9229.0,8701.0,9167.0,13023251.210971268
2024-05-09,9179.0,9420.0,8772.3,8778.0,15316134.89210028
